  Temperature      Weight        HeatFlow
      °C              %             W/g
    118.67          95.78          7.422
    118.76          95.78          7.422
    118.85          95.78          7.421
    118.93          95.78          7.421
    119.01          95.78          7.421
    119.09          95.77          7.420
    119.18          95.77          7.420
    119.26          95.77          7.420
    119.34          95.77          7.420
    119.43          95.77          7.420
    119.51          95.77          7.420
    119.59          95.77          7.420
    119.67          95.77          7.419
    119.76          95.76          7.419
    119.84          95.76          7.419
    119.93          95.76          7.418
    120.01          95.76          7.418
    120.09          95.75          7.417
    120.18          95.75          7.417
    120.26          95.75          7.416
    120.34          95.75          7.416
    120.43          95.75          7.415
    120.51          95.75          7.415
    120.59          95.75          7.415
    120.67          95.75          7.415
    120.76          95.75          7.414
    120.84          95.75          7.414
    120.93          95.75          7.414
    121.01          95.75          7.414
    121.09          95.75          7.414
